Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2_repeat.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_2.mzML.dia
A0A0A0MTS7	A0A0A0MTS7	A0A0A0MTS7_HUMAN	TTN	Titin	1.16821e+08	1.07001e+08	7.77964e+07	7.46982e+07	6.25574e+07	6.32224e+07	5.12009e+07	5.80838e+07	1.20777e+08	1.14171e+08	8.78582e+07	8.86496e+07	8.10471e+07	8.03274e+07	8.6233e+07	8.94395e+07	1.1931e+08	1.00447e+08	8.06208e+07	7.9026e+07	6.23939e+07	5.91642e+07	6.19683e+07	7.90363e+07	7.35914e+07	7.34476e+07	5.41837e+07	5.28778e+07	7.15271e+07	7.07542e+07	7.16817e+07	6.88361e+07	5.47298e+07	5.1909e+07	5.96532e+07	5.68054e+07
A0A0A6YVW3	A0A0A6YVW3	A0A0A6YVW3_MOUSE	Ighv1-23	Immunoglobulin heavy variable V1-23 (Fragment)	794439	940754	682203	656469	482904	617402	834664	783154	751467	588958		429416	538836	604109	611635	592589	794687	624287	729895	607591	721479	612172	520205	504444	502782	526924	466311	338379	728076	639400	639943	491781	590553	649354	689149	1.01803e+06
A0A0A6YX26;A0A0A6YXL3;B7Z4C8;B7Z4E3;B8ZZK4;C9JU56;H7C2W9	B7Z4C8;B7Z4E3;B8ZZK4;C9JU56;H7C2W9;A0A0A6YX26;A0A0A6YXL3	A0A0A6YX26_MOUSE;A0A0A6YXL3_MOUSE;B7Z4C8_HUMAN;B7Z4E3_HUMAN;B8ZZK4_HUMAN;C9JU56_HUMAN;H7C2W9_HUMAN	RPL31;Rpl31	Large ribosomal subunit protein eL31	3.21814e+06	3.3284e+06	3.56809e+06	3.63607e+06	5.22048e+06	4.8482e+06	3.7479e+06	3.65747e+06	3.40547e+06	3.30321e+06	3.41263e+06	3.43715e+06	3.53257e+06	3.31077e+06	3.07093e+06	3.173e+06	3.23851e+06	3.38585e+06	3.84957e+06	4.12068e+06	4.3614e+06	4.38018e+06	4.23619e+06	3.00418e+06	2.9156e+06	3.06713e+06	3.02741e+06	3.10165e+06	3.02315e+06	3.04292e+06	2.97962e+06	2.8663e+06	3.06913e+06	3.30752e+06	3.00843e+06	3.12861e+06
A0A0A6YYL4	A0A0A6YYL4	A0A0A6YYL4_HUMAN	PAM16	Coronin	3.66832e+06	3.99071e+06	4.1444e+06	4.54782e+06	3.65382e+06	4.06876e+06	4.68628e+06	4.87571e+06	5.34601e+06	5.01547e+06	5.9189e+06	5.81638e+06	5.63837e+06	5.78568e+06	5.63668e+06	5.3706e+06	4.89475e+06	4.8251e+06	5.01376e+06	5.38313e+06	4.81895e+06	4.5415e+06	5.02381e+06	5.1447e+06	6.53388e+06	6.73949e+06	7.86784e+06	8.12916e+06	6.87766e+06	7.31145e+06	7.08044e+06	7.06202e+06	7.1642e+06	7.51549e+06	7.18384e+06	7.07897e+06
A0A0B4J239;F5GXX5;F5H895	A0A0B4J239;F5GXX5;F5H895	A0A0B4J239_HUMAN;F5GXX5_HUMAN;F5H895_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	2.02834e+06	2.05375e+06	1.00215e+06	976688	2.40788e+06	2.44006e+06	760328	847078	1.75049e+06	1.63367e+06	2.12571e+06	2.11593e+06	1.97935e+06	1.9887e+06	1.60796e+06	1.69363e+06	1.37207e+06	1.42076e+06	1.65126e+06	1.7059e+06	1.84247e+06	1.91804e+06	1.55594e+06	1.6892e+06	1.79131e+06	1.60305e+06	1.25082e+06	1.40617e+06	1.91827e+06	1.84848e+06	1.42541e+06	1.49918e+06	1.52106e+06	1.57219e+06	1.37634e+06	1.38205e+06
A0A0B4J2D5	A0A0B4J2D5	GAL3B_HUMAN	GATD3B	Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial	5.46659e+06	5.42565e+06	5.04772e+06	4.96281e+06	5.01736e+06	4.80157e+06	5.28197e+06	5.46653e+06	8.85804e+06	8.93404e+06	8.30252e+06	7.92839e+06	8.63204e+06	8.27691e+06	8.078e+06	8.35804e+06	7.5329e+06	7.54193e+06	7.85757e+06	7.70197e+06	5.93372e+06	5.74724e+06	6.46176e+06	8.37176e+06	5.3967e+06	5.40385e+06	5.42301e+06	5.42088e+06	5.06159e+06	4.91303e+06	5.504e+06	5.46801e+06	5.14036e+06	5.06376e+06	4.9647e+06	4.77925e+06
A0A0C4DFT3;A0A590UJ08;A0A590UJD9	A0A0C4DFT3;A0A590UJ08;A0A590UJD9	A0A0C4DFT3_HUMAN;A0A590UJ08_HUMAN;A0A590UJD9_HUMAN	DLG1	Discs large MAGUK scaffold protein 1	153376	140193	174454	166981	126463	152430	193872	213963	75429.4	89236.8	94171.8	85601.8	87577.1	81992.8	102892	70841.5	136471	144147	156651	134965	135318	113568	113048	89268	66881.3	74610.3	57136.3	53927.5	31468.4		54046.5	66358.2	48552.7	48803.6	57202.7	
A0A0C4DFV9	A0A0C4DFV9	A0A0C4DFV9_HUMAN	SET	SET nuclear proto-oncogene	3.5361e+07	3.44921e+07	3.34934e+07	3.3334e+07	3.21592e+07	3.32399e+07	3.72892e+07	3.68048e+07	3.54197e+07	3.47067e+07	3.53959e+07	3.63854e+07	3.10501e+07	3.17259e+07	3.40166e+07	3.38922e+07	4.38788e+06	4.32815e+06	3.53115e+07	3.48159e+07	1.61225e+07	1.63936e+07	3.6618e+07	3.4316e+07	3.96674e+07	4.01814e+07	4.25149e+07	4.28728e+07	3.20391e+07	3.14893e+07	3.78881e+07	3.63829e+07	3.51507e+07	3.71884e+07	3.45807e+07	3.46049e+07
A0A0C4DGP4	A0A0C4DGP4	A0A0C4DGP4_HUMAN	PRKCSH	Protein kinase C substrate 80K-H (Fragment)	1.35903e+06	1.41983e+06	1.28204e+06	1.239e+06	1.25431e+06	1.30826e+06	1.49464e+06	1.50078e+06	1.90983e+06	2.05782e+06	2.36737e+06	2.36927e+06	2.6302e+06	2.61678e+06	2.3617e+06	2.47241e+06	1.6023e+06	1.69752e+06	2.0671e+06	2.08553e+06	1.71467e+06	1.75215e+06	1.78993e+06	2.46681e+06	1.78844e+06	1.87489e+06	1.93486e+06	1.96041e+06	1.6147e+06	1.69331e+06	1.53592e+06	1.53733e+06	1.58687e+06	1.63899e+06	1.54122e+06	1.52731e+06
A0A0D9SG72;A0A1B0GTP9;A0A1B0GVQ5;A0A1B0GW76;A0A1B0GWF2;A0A2R8Y5D4;A0A994J7L2	A0A0D9SG72;A0A1B0GTP9;A0A1B0GVQ5;A0A1B0GWF2;A0A2R8Y5D4;A0A0D9SEH5;A0A0D9SFQ7;A0A0D9SFW6;A0A1B0GW76;A0A994J7L2	A0A0D9SG72_HUMAN;A0A1B0GTP9_HUMAN;A0A1B0GVQ5_HUMAN;A0A1B0GW76_HUMAN;A0A1B0GWF2_HUMAN;A0A2R8Y5D4_HUMAN;A0A994J7L2_HUMAN	STXBP1	Syntaxin binding protein 1	1.37746e+06	1.19846e+06	1.12057e+06	1.24914e+06	1.2706e+06	1.21606e+06	1.27486e+06	1.23329e+06	1.2938e+06	1.32312e+06	1.37864e+06	1.43097e+06	1.72557e+06	1.84116e+06	1.8137e+06	1.89824e+06	1.52402e+06	1.27611e+06	1.66902e+06	1.6509e+06	1.365e+06	1.35723e+06	1.28519e+06	1.72537e+06	1.18325e+06	1.17967e+06	1.1207e+06	1.16408e+06	1.74529e+06	1.60079e+06	1.35842e+06	1.25624e+06	1.23299e+06	1.22403e+06	1.55127e+06	1.60023e+06
A0A0D9SGK2	A0A0D9SGK2	A0A0D9SGK2_HUMAN	PTP4A1	Protein tyrosine phosphatase 4A1	3.01471e+06	2.641e+06	1.73471e+06	1.90899e+06	1.33933e+06	1.46664e+06	1.16126e+06	1.13264e+06	2.36432e+06	2.26977e+06	1.14189e+06	1.1113e+06	792534	800522	740374	559150	2.29079e+06	2.62653e+06	1.5264e+06	1.83454e+06	1.48379e+06	1.42424e+06	1.04819e+06	996030	1.62312e+06	1.37872e+06	1.30618e+06	1.17367e+06	812197	1.05878e+06	1.42235e+06	1.10282e+06	881923	1.03301e+06	856742	909017
A0A0G2JDL9	A0A0G2JDL9	A0A0G2JDL9_MOUSE	Rap1a	RAS-related protein 1a	1.78646e+06	1.83553e+06	1.39063e+06	1.54562e+06	1.92045e+06	2.04529e+06	1.32475e+06	1.4243e+06	1.66786e+06	1.63488e+06	2.0223e+06	2.02973e+06	1.36082e+06	1.21381e+06	1.35491e+06	1.14743e+06	1.78886e+06	1.83645e+06	1.37161e+06	1.50019e+06	1.78404e+06	1.80425e+06	1.50477e+06	1.43712e+06	1.4416e+06	1.54029e+06	1.70125e+06	1.55464e+06	1.35656e+06	1.40312e+06	1.61018e+06	1.60971e+06	1.62057e+06	1.5708e+06	1.4876e+06	1.3597e+06
A0A0G2JEA9;A0A0G2JFX7;A0A0N4SUH6	A0A0J9YW13;A0A0N4SUH6;A0A0G2JEA9;A0A0G2JFX7	A0A0G2JEA9_MOUSE;A0A0G2JFX7_MOUSE;A0A0N4SUH6_MOUSE	Rbm8a;Rbm8a2	RNA-binding protein 8A	712589	708927	990394	882148	975094	921389	958265	886555	705853	729437	1.04523e+06	968438	646621	629003	655514	617177	800586	861326	634085	606468	869314	832163	885453	662406	652212	738649	765756	770693	586923	573749	658913	646130	731042	683615	687930	594657
A0A0G2JGS4;A0A8V8TN60;A0A8V8TN65;A0A8V8TN88;A0A8V8TNA1;A0A8V8TNA7;A0A8V8TND4;A0A8V8TPJ8;A0A8V8TPK3;A0A8V8TPY4;A0A994J516;A0A994J5B0;A0A994J7X8;D6R938;E9PBG7;E9Q1W0	E9PBG7;A0A8V8TN60;A0A8V8TN65;A0A8V8TN88;A0A8V8TNA1;A0A8V8TNA7;A0A8V8TND4;A0A8V8TPJ8;A0A8V8TPK3;A0A8V8TPY4;A0A994J516;A0A994J5B0;A0A994J7X8;D6R938;A0A8V8TNN9;A0A8V8TPM4;H0Y9C2;A0A0G2JGS4;E9Q1V9;E9Q1W0;Q8CCM0	A0A0G2JGS4_MOUSE;A0A8V8TN60_HUMAN;A0A8V8TN65_HUMAN;A0A8V8TN88_HUMAN;A0A8V8TNA1_HUMAN;A0A8V8TNA7_HUMAN;A0A8V8TND4_HUMAN;A0A8V8TPJ8_HUMAN;A0A8V8TPK3_HUMAN;A0A8V8TPY4_HUMAN;A0A994J516_HUMAN;A0A994J5B0_HUMAN;A0A994J7X8_HUMAN;D6R938_HUMAN;E9PBG7_HUMAN;E9Q1W0_MOUSE	CAMK2D;Camk2d	calcium/calmodulin-dependent protein kinase	332970	284575	295307	302599	250681	283749	256459	271584	313286	298784	265683	327959	292043	252229	263160	239730	299864	318065	338733	286487	271589	251610	265798	232642	408996	414948	397905	408203	462551	473716	386731	396891	467387	468499	396678	407635
A0A0G2JH50;A0A140T912;A0A140T930;A0A140T937;A0A140T962;A0A1W2PP77;A0A1W2PRZ0;O78179	P01893;Q53YP1;Q5QT33;Q5RIP0;A0A0G2JH50;A0A140T912;A0A140T9J9;A0A140T9M0;A0A140T9W2;A0A1W2PNZ7;A0A1W2PP77;A0A1W2PR11;A0A1W2PRX1;A0A1W2PRZ0;A0A1W2PS56;O78179;A0A0G2JIF0;A0A0G2JPT2;A0A140T930;A0A140T937;A0A140T962;A0A140T9B3;A0A140T9U0;A2BF26	A0A0G2JH50_HUMAN;A0A140T912_HUMAN;A0A140T930_HUMAN;A0A140T937_HUMAN;A0A140T962_HUMAN;A0A1W2PP77_HUMAN;A0A1W2PRZ0_HUMAN;O78179_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	1.05797e+06		896524		1.03756e+06		720202			1.57559e+06	1.97232e+06	1.91221e+06		2.23088e+06		1.93785e+06		756282	1.0565e+06					2.01384e+06	1.1009e+06	1.10497e+06										
A0A0G2JJL1;A0A140T9L0	A0A0G2JJL1;A0A140T9L0	A0A0G2JJL1_HUMAN;A0A140T9L0_HUMAN	WDR46	WD repeat-containing protein 46 (Fragment)	1.08167e+06	1.00301e+06	925675	968827	1.05818e+06	1.14493e+06	839552	818023	520386	502904	547086	594168	778050	754095	755420	708262	634832	628289	784020	910663	1.03942e+06	977218	811766	579050	634840	710283	737810	732193	550374	590817	695928	694879	803170	861271	542863	521530
A0A0G2JNH2;A0A7I2V5U5;G5E9E7	A0A7I2V5U5;G5E9E7;A0A0G2JNH2	A0A0G2JNH2_HUMAN;A0A7I2V5U5_HUMAN;G5E9E7_HUMAN	TJP1	Tight junction protein ZO-1	1.45168e+06	1.47247e+06	1.33986e+06	1.37102e+06	1.37007e+06	1.3508e+06	1.57551e+06	1.5131e+06	1.35761e+06	1.22465e+06	1.04707e+06	1.10475e+06	950464	914160	862300	954293	1.42927e+06	1.43168e+06	1.42253e+06	1.30645e+06	1.2355e+06	1.1997e+06	1.41067e+06	868117	1.5307e+06	1.52443e+06	1.36359e+06	1.2376e+06	837680	861494	1.37224e+06	1.48372e+06	1.03107e+06	996932	1.22543e+06	1.2455e+06
A0A0G2JQM1	A0A0G2JQM1	A0A0G2JQM1_HUMAN	AP2A2	AP-2 complex subunit alpha-2 (Fragment)	2.20122e+06	2.01935e+06	2.53555e+06	2.62578e+06	2.25323e+06	2.28037e+06	2.79569e+06	2.72872e+06	2.75406e+06	2.92712e+06	3.14704e+06	3.18135e+06	3.16131e+06	3.28521e+06	3.24924e+06	3.30629e+06	2.11671e+06	2.42529e+06	2.93413e+06	2.86186e+06	2.7904e+06	2.59629e+06	2.64218e+06	3.48778e+06	3.54714e+06	3.5383e+06	3.54192e+06	3.63603e+06	3.60838e+06	3.5617e+06	3.82912e+06	3.73183e+06	4.04764e+06	4.08296e+06	4.98682e+06	5.02174e+06
A0A0G2JSE9;C9JTA6;G5E975	G5E975;C9JTA6;A0A0G2JSE9;A0A2R8Y5N5;A0A2R8YEE8	A0A0G2JSE9_HUMAN;C9JTA6_HUMAN;G5E975_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (Fragment)	1.59084e+06	1.62808e+06	1.5922e+06	1.61608e+06	1.45818e+06	1.43394e+06	1.73832e+06	1.75541e+06	1.5466e+06	1.59307e+06	1.33747e+06	1.33468e+06	1.20804e+06	1.1928e+06	1.25689e+06	1.25927e+06	1.67904e+06	1.68751e+06	1.49335e+06	1.49819e+06	1.52261e+06	1.5143e+06	1.64458e+06	1.18171e+06	2.15468e+06	2.13959e+06	2.24896e+06	2.27469e+06	1.68735e+06	1.5691e+06	2.00785e+06	2.08027e+06	2.06773e+06	2.08989e+06	1.87173e+06	1.921e+06
A0A0J9YUI1	D6RDM7;D3Z4U3;A0A0J9YUI1	A0A0J9YUI1_MOUSE	Ube2k	Ubiquitin-conjugating enzyme E2K	1.3143e+06	1.31161e+06	1.48563e+06	1.50635e+06	1.48696e+06	1.42843e+06	1.59206e+06	1.54085e+06	1.41084e+06	1.4358e+06	1.11057e+06	1.37404e+06	1.39457e+06	1.41783e+06	1.45293e+06	1.37442e+06	1.24744e+06	1.27277e+06	1.61402e+06	1.67321e+06	1.57948e+06	1.55481e+06	1.57386e+06	1.35297e+06	1.51811e+06	1.48153e+06	1.62251e+06	1.56562e+06	1.49958e+06	1.50697e+06	1.42145e+06	1.52266e+06	1.49487e+06	1.52957e+06	1.81338e+06	1.73221e+06
A0A0J9YUU8;A0A8V8TQ71;A0A8V8TRH9;B4DJ75	B4DJ75;A0A8V8TQ71;A0A8V8TRH9;A0A0J9YUU8	A0A0J9YUU8_MOUSE;A0A8V8TQ71_HUMAN;A0A8V8TRH9_HUMAN;B4DJ75_HUMAN	PPP1CB;Ppp1cb	Protein phosphatase 1 catalytic subunit beta (Fragment)	877530	789265	534472	448631	293990	363370	287875	246569	676973	543063	585361	521436	256750	228813	250138	228849	684505	670896	385741	406900	333769	313734	298400	194727	506837	480141	394773	321670	336886	259907	513809	416165	383092	332509	243470	170590
A0A0J9YVP6	E9PQ56;A0A0J9YVP6;A0A0J9YYL3;A0A0J9YVR6;E9PMU7;E9PN18	A0A0J9YVP6_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60 (Fragment)	7.09106e+06	6.49596e+06	7.2971e+06	7.40397e+06	7.01539e+06	7.68513e+06	6.16162e+06	6.65733e+06	5.96631e+06	5.91225e+06	3.84207e+06	3.3487e+06	5.37365e+06	4.33235e+06	4.71294e+06	4.91814e+06	6.20432e+06	6.2557e+06	6.15759e+06	5.39886e+06	5.98691e+06	5.38301e+06	6.72855e+06	4.14623e+06	7.89467e+06	8.16099e+06	9.73495e+06	9.69704e+06	7.66979e+06	7.50463e+06	9.00166e+06	9.80187e+06	8.22137e+06	7.73379e+06	1.04915e+07	1.07468e+07
A0A0J9YXB8	A0A0J9YXB8	A0A0J9YXB8_HUMAN	PSAP	Prosaposin (Fragment)	4.07507e+06	4.29427e+06	3.36442e+06	3.40324e+06	3.31137e+06	3.53112e+06	3.92381e+06	4.23418e+06	4.4005e+06	4.62166e+06	2.46444e+06	2.45931e+06	3.02079e+06	2.82167e+06	2.37145e+06	2.41207e+06	5.16145e+06	4.96349e+06	5.13634e+06	4.93109e+06	3.74243e+06	3.7641e+06	3.83675e+06	2.60567e+06	1.73912e+06	1.67996e+06		996572	1.24713e+06	1.26861e+06	1.14232e+06	1.2293e+06	1.1408e+06	1.12246e+06	1.18454e+06	1.33601e+06
A0A0J9YXF2	A0A0J9YXF2	A0A0J9YXF2_HUMAN	PON2	Paraoxonase	1.05087e+07	1.07904e+07	7.61719e+06	7.64906e+06	1.11166e+07	1.12278e+07	7.35366e+06	7.27583e+06	1.429e+07	1.42138e+07	1.27744e+07	1.27182e+07	1.32503e+07	1.34578e+07	1.27054e+07	1.28384e+07	1.0656e+07	1.04176e+07	1.20602e+07	1.247e+07	1.02918e+07	1.0409e+07	1.04677e+07	1.28869e+07	1.4381e+07	1.44793e+07	1.27242e+07	1.23554e+07	1.97701e+07	2.03626e+07	1.45899e+07	1.41574e+07	1.92357e+07	1.89102e+07	1.39038e+07	1.3956e+07
A0A0M3HER2	A0A0M3HER2	A0A0M3HER2_HUMAN	CENPV	Centromere protein V	3.39434e+06	3.47813e+06	2.80166e+06	2.68488e+06	3.55625e+06	3.71306e+06	3.17919e+06	3.15399e+06	2.53355e+06	2.63538e+06	3.06113e+06	2.99167e+06	3.26787e+06	3.43469e+06	3.49841e+06	3.53636e+06	3.27419e+06	3.48135e+06	3.26742e+06	3.13631e+06	2.72723e+06	3.0552e+06	3.42933e+06	3.55158e+06	5.97659e+06	6.18649e+06	6.36921e+06	6.11468e+06	3.45436e+06	3.18995e+06	3.71116e+06	3.87965e+06	4.61754e+06	4.60874e+06	4.06372e+06	4.0539e+06
A0A0R4J112	A0A0R4J112	A0A0R4J112_MOUSE	Eif4g3	Eukaryotic translation initiation factor 4 gamma, 3	1.21696e+06	1.27266e+06		1.65502e+06	1.57432e+06	1.65393e+06	1.56383e+06	1.63569e+06	1.36224e+06			1.49957e+06	1.5315e+06	1.55202e+06	1.42251e+06	1.42162e+06	1.30889e+06	1.36551e+06	1.4733e+06	1.59319e+06	1.65117e+06	1.63714e+06	1.64329e+06	1.34931e+06		1.29186e+06	1.23299e+06	1.2818e+06	1.50472e+06	1.56806e+06	1.09208e+06	1.13106e+06	1.33549e+06	1.43361e+06	1.3046e+06	1.27291e+06
A0A0R4J1H0	A0A0R4J1H0	A0A0R4J1H0_MOUSE	Marchf5	Membrane associated ring-CH-type finger 5	2.84099e+06	3.2397e+06	2.8517e+06	2.80682e+06	3.7536e+06	3.95792e+06	2.82592e+06	2.94695e+06	3.85572e+06	3.61629e+06	3.48557e+06	3.62387e+06	3.59084e+06	3.39077e+06	3.03475e+06	2.98432e+06	2.91351e+06	3.24768e+06	3.19e+06	3.1126e+06	3.92823e+06	3.51871e+06	3.66079e+06	2.7686e+06	3.08989e+06	2.61524e+06	3.26189e+06	3.22795e+06	3.27292e+06	3.17076e+06	2.82134e+06	2.59059e+06	3.32893e+06	3.48595e+06	2.70959e+06	2.66561e+06
A0A0U1RQL8	A0A0U1RQL8	A0A0U1RQL8_HUMAN	GSN	Gelsolin (Fragment)	1.12178e+06	1.05489e+06	1.05357e+06	1.1108e+06	871039	832419	1.18999e+06	1.08525e+06	1.62525e+06	1.77355e+06	1.63673e+06	1.64073e+06	1.99634e+06	2.24871e+06	1.75744e+06	1.82905e+06	1.43283e+06	1.38346e+06	1.61445e+06	1.51825e+06	1.15261e+06	1.19052e+06	1.24168e+06	1.68889e+06	961846	828133	562138	383506	1.769e+06	1.64576e+06	1.38153e+06	1.36412e+06	1.23769e+06	1.47547e+06	1.40759e+06	1.40642e+06
A0A0U1RQL9	A0A0U1RQL9	A0A0U1RQL9_HUMAN	ERVK3-1	Endogenous retrovirus group K3 member 1 (Fragment)	5.4759e+06	5.41541e+06	6.3026e+06	6.1652e+06	6.62198e+06	6.58998e+06	5.31657e+06	5.13143e+06	1.93773e+06	1.9927e+06	2.86261e+06	2.84821e+06	1.49902e+06	1.52635e+06	1.83186e+06	1.75909e+06	4.89121e+06	4.87882e+06	3.53074e+06	3.30059e+06	5.97167e+06	5.5846e+06	5.21869e+06	1.62549e+06	3.05484e+06	2.94991e+06	2.5392e+06	2.46399e+06	2.51474e+06	2.38343e+06	2.18478e+06	2.20119e+06	2.16345e+06	2.22667e+06	1.91061e+06	2.07811e+06
A0A0U1RQL9;A0A0U1RQS5	A0A0U1RQL9;A0A0U1RQN3;A0A0U1RQS5;A0A0U1RQV1;B3KNS4	A0A0U1RQL9_HUMAN;A0A0U1RQS5_HUMAN	ERVK3-1	Endogenous retrovirus group K3 member 1 (Fragment)	2.23561e+06	2.37405e+06	1.7994e+06	1.66748e+06	1.87421e+06	1.77565e+06	1.30566e+06	1.19084e+06	1.09619e+06	1.03398e+06	839184	801220	408272	352987	365321	445079	2.02646e+06	1.91665e+06	993922	978674	1.25327e+06	1.12845e+06	1.21056e+06	367338	1.12387e+06	1.02674e+06	532216	478555	730105	694329	750328	676070	664327	561858	532149	538253
A0A0U1RQS5	A0A0U1RQS5	A0A0U1RQS5_HUMAN	ERVK3-1	Endogenous retrovirus group K3 member 1 (Fragment)	1.61004e+06	1.7188e+06	1.83904e+06	1.76478e+06	1.86172e+06	1.83574e+06	1.34551e+06	1.43097e+06	813193	786036	874360	874040	439386	491386	521074	553086	1.66222e+06	1.71388e+06	1.0895e+06	1.0671e+06	1.4615e+06	1.36765e+06	1.62467e+06	578070	1.20245e+06	1.28698e+06	888262	831669	972141	844539	844890	835237	804336	842175	797031	775641
A0A0U1RRL7	A0A0U1RRL7	MMPOS_HUMAN	MMP24OS	Protein MMP24OS	1.38608e+06	1.45362e+06	1.69575e+06	1.74493e+06	1.3754e+06	1.38545e+06	1.90852e+06	1.94384e+06	1.09223e+06	1.08808e+06	911624	948547	950451	964308	993608	1.01679e+06	2.30206e+06	2.37671e+06	2.38597e+06	2.34049e+06	1.638e+06	1.66231e+06	1.69114e+06	918655	714185	741046	882564	846769	905491	950203	771163	777077	588350	590431	527755	587956
A0A0U1RRM6	A0A0U1RRM6;Q03173;A0A0A6YW06;A0A0A6YXC8;E9QKQ9;E9QLZ9;J3QNM3	A0A0U1RRM6_HUMAN	ENAH	ENAH actin regulator	2.38958e+06	2.20708e+06	1.00258e+06	907828	535988	710416	673841	705716	1.62604e+06	1.56776e+06	513560	565531	500665	309077	293781	331015	1.95579e+06	1.71335e+06	852222	751597	683355	762173	482822	427178	1.88659e+06	1.80372e+06	974775	773408	725452	717880	1.59646e+06	1.51726e+06	582656	539797	1.13603e+06	930924
A0A140LIJ4;A0A571BGC3	A0A140LIJ4;A0A571BGC3	A0A140LIJ4_MOUSE;A0A571BGC3_MOUSE	Dnah14	Dynein, axonemal, heavy chain 14	3.33794e+06	3.25843e+06	3.49434e+06	3.31184e+06	3.85803e+06	3.61346e+06	3.84467e+06	3.95377e+06	2.98066e+06	2.95365e+06	1.67061e+06	1.55381e+06	3.11617e+06	2.88969e+06	2.95868e+06	2.98528e+06	3.15947e+06	3.28345e+06	3.77936e+06	3.61761e+06	3.70601e+06	3.51372e+06	3.1661e+06	2.81851e+06	2.32597e+06	2.34822e+06	2.58175e+06	2.64443e+06	2.5424e+06	2.56979e+06	2.35967e+06	2.41405e+06	2.64151e+06	2.60064e+06	2.83967e+06	2.65436e+06
